,ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
1608,15634,09/14/2005,1,59.0,NASHVILLE,TN,37209.0,1220.0,1.0,O,O,15.0,S,Y,,Y,,1,M,2.0,35000.0,N,750.0,E,1971.0,B,R,3.0,,A,2469.0,N,,Y,34.05,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-26.36
1655,23786,01/01/1978,1,48.0,FRANKLIN,TN,37067.0,1345.0,1.0,N,O,8.0,B,Y,,Y,,1,M,1.0,125000.0,N,530.0,N,1994.0,B,R,3.0,,A,60692.0,N,,Y,306.6,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-25.62
1668,36358,10/01/1989,1,66.0,DANDRIDGE,TN,37725.0,4531.0,0.0,P,O,12.0,B,N,,,,1,M,1.0,15000.0,N,20.0,,,,,1.0,,,95277.0,N,,Y,7.13,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,Y,-25.25
1669,18863,08/24/2006,1,29.0,HENDERSONVLLE,TN,37075.0,4423.0,,O,,0.0,,,,,,0,,,,,0.0,,,,,,,,10745.0,N,,Y,1.81,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-25.24
1679,14006,03/23/2005,1,33.0,MANCHESTER,TN,37355.0,2020.0,,P,,0.0,,,,,,0,,,,,0.0,,,,,,,,35918.0,N,,Y,4983.0,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,N,Y,,,,Y,-24.98
1694,41623,09/01/1976,1,8.0,COTTONTOWN,TN,37048.0,9026.0,0.0,8,O,9.0,M,N,,,,1,M,2.0,62500.0,N,120.0,F,1960.0,B,R,1.0,,A,5447.0,N,,Y,34.11,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-24.6
1701,42981,05/01/1992,1,71.0,COOKEVILLE,TN,38501.0,3072.0,0.0,8,O,14.0,M,N,,,,2,M,2.0,125000.0,S,50.0,H,1981.0,B,R,1.0,,,89195.0,N,,Y,1445.02,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,Y,Y,-24.51
1759,8675,12/09/2002,1,49.0,COOKEVILLE,TN,38501.0,1356.0,0.0,P,R,5.0,S,N,,,,1,F,1.0,15000.0,H,0.0,C,1960.0,,,,,A,881.0,N,,Y,590.68,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,Y,-22.54
1813,21563,05/04/2007,1,48.0,HENDERSONVLLE,TN,37075.0,5355.0,1.0,Z,R,4.0,S,Y,,Y,,1,M,4.0,17500.0,N,140.0,,,B,R,3.0,Y,,41336.0,N,,Y,314.75,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,Y,,,Y,Y,-21.21
1835,25700,04/24/2001,1,40.0,COLLEGE DALE,TN,37363.0,8202.0,1.0,P,O,4.0,M,Y,Y,,,3,M,2.0,125000.0,N,240.0,N,1993.0,B,R,1.0,,A,549951.0,N,,N,,1,4581.59,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-20.57
