ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
26234,02/11/2000,2,37,RAMSEY,MN,55303,6060,0,O,O,8,M,N,,,,1,M,1,87500,N,0,N,1998,,,,Y,A,14536,N,,Y,772.85,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.46
8135,08/16/2002,4,23,LONGMONT,CO,80504,8418,1,1,O,9,M,Y,,Y,Y,1,M,3,15000,S,740,M,1997,B,R,2,,A,294587,N,,Y,2472.76,1,0,Y,7328.67,N,0,N,0,N,0,,0,,0,N,,Y,N,NA,NA,Y,Y,-21.44
37613,04/10/1978,3,45,PAPILLION,NE,68046,6260,1,3,O,12,M,Y,,Y,,1,M,2,112500,S,390,G,1994,B,R,1,,A,37332,N,,Y,6305.07,0,,Y,1135.45,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.44
26143,02/13/1981,5,48,MEMPHIS,MO,63555,9206,1,P,R,5,M,Y,,Y,,1,M,2,35000,N,240,,,B,R,2,,,1151,N,,Y,9894.52,1,121.25,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-21.42
38968,07/20/1990,1,55,E CARONDELET,IL,62240,1527,0,5,O,15,S,N,,,Y,1,M,3,62500,S,0,D,,B,R,1,,A,43129,N,,Y,1477.61,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,N,NA,Y,NA,Y,-21.42
43693,08/07/2000,3,31,MILWAUKEE,WI,53221,1641,0,P,R,0,M,N,,,,1,F,1,24999.96,H,0,I,1930,,,,,D,27310,N,,Y,4.58,1,457.55,Y,501.5,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.4
10124,08/11/2003,1,56,MOUNTLAKE TER,WA,98043,3241,,,R,,,,,,,1,,,62500,,,,,,,,,,187264,N,,Y,70.37,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.33
19324,10/10/2006,1,16,EAGLE,ID,83616,2265,1,O,O,15,S,Y,,Y,,3,M,1,125000,G,340,G,1996,B,R,2,Y,A,612813,N,,Y,158,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,Y,N,-21.33
32604,09/12/2006,1,58,SAN GABRIEL,CA,91776,2304,0,5,O,15,M,N,,,,1,M,2,87500,N,0,Q,1946,B,R,2,,A,360836,N,,N,,1,819.23,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.28
48254,06/28/1990,1,64,SAN DIEGO,CA,92109,2211,0,8,O,15,M,N,,,,1,M,2,35000,S,0,R,1951,B,R,2,,A,182034,N,,Y,221.15,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.26
3540,08/02/1996,2,27,ROSAMOND,CA,93560,6004,0,P,R,1,B,N,,,,1,M,1,100599.96,N,0,G,,B,R,,,,3545,N,,Y,327.49,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,N,Y,Y,-21.25
21563,05/04/2007,1,48,HENDERSONVLLE,TN,37075,5355,1,Z,R,4,S,Y,,Y,,1,M,4,17500,N,140,,,B,R,3,Y,,41336,N,,Y,314.75,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,Y,Y,-21.21
808,05/29/1987,5,59,LINCOLN,NE,68516,4522,0,O,O,15,M,N,,,,1,M,2,45000,N,0,E,1974,,,,,A,4716,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.18
12058,06/28/2004,1,42,CLINTON,MO,64735,2257,0,5,O,7,M,N,,,,1,M,2,25000,N,0,,,B,R,2,,,38448,N,,Y,19.27,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-21.18
37056,06/12/1975,1,55,KENOSHA,WI,53144,2814,1,5,O,15,M,Y,,Y,,1,M,2,62500,N,320,F,1955,B,R,3,,A,45516,N,,Y,3274.83,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-21.16
9143,03/10/2003,1,23,LITTLE CHUTE,WI,54140,0046,,,,0,,,,,,0,,,,H,0,,,,,,,,170741,N,,Y,833.47,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,Y,Y,-21.15
43852,04/09/1984,2,64,CINCINNATI,OH,45239,7767,0,5,O,15,M,N,,,Y,1,M,2,102599.88,S,500,H,1989,B,R,2,,A,3918,N,,Y,176.91,0,,Y,2487.36,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,Y,-21.1
18639,08/04/2006,1,27,LAS VEGAS,NV,89123,3945,1,O,O,7,M,Y,Y,,,1,M,4,35000,N,0,P,1999,B,R,,,A,35255,N,,Y,200,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.01
46938,02/05/1991,1,91,,,00000,0000,,,,0,,,,,,0,,,,,0,,,,,,,,,N,0,Y,40.25,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.99
2584,08/31/1990,1,26,DULUTH,MN,55805,2449,0,P,R,1,B,N,,,,1,F,1,32400,N,120,,,,,1,,,543,N,,N,,0,,Y,4.35,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,Y,NA,NA,-20.98
40318,05/05/1997,1,51,HARRISON,OH,45030,8563,0,4,O,11,S,N,,,,1,M,1,87500,U,90,,,B,R,2,,,290,N,,Y,1797.28,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.95
21629,05/11/2007,2,40,CHATHAM,IL,62629,9602,1,O,O,7,A,Y,,Y,Y,1,M,2,87500,H,0,,,B,R,,,,20297,N,,Y,161.42,0,,Y,110.01,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-20.94
22500,10/04/1974,5,84,ASTORIA,OR,97103,5632,0,8,O,15,M,N,,,,1,M,2,26000.88,N,30,D,,B,R,1,,,5936,N,,Y,244.47,1,187.61,Y,349.66,N,0,N,0,Y,10607.41,Y,1167.99,,0,N,,NA,NA,NA,NA,NA,Y,-20.94
29743,10/25/2004,1,,SUNNYVALE,CA,94086,9141,,O,,0,,,,,,0,,,,N,0,,,,,,,,26289,N,,N,,1,160.75,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-20.94
5099,08/16/1983,2,24,MONTICELLO,MN,55362,6234,0,1,O,15,M,N,,,,2,M,3,125000,N,380,D,,B,R,3,,,68418,N,,Y,4903.4,0,,Y,2114.16,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,N,Y,-20.93
33366,02/05/2007,1,60,BAINBRIDGE IS,WA,98110,2630,0,O,O,4,B,N,,,,1,F,1,125000,X,0,R,1958,B,R,,,A,272655,N,,N,,1,1766.73,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.93
21679,05/15/2007,3,19,BROOKLYN PARK,MN,55428,1872,0,1,O,15,S,N,,,,3,M,1,87500,N,0,I,1982,,R,,,A,13535,N,,Y,1550.67,1,423,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-20.89
22294,11/09/1989,1,65,CENTERVILLE,IA,52544,1321,0,3,O,15,M,N,,,,1,M,2,34999.92,S,110,B,,B,R,2,,,272,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.82
17756,05/18/2006,1,9,SAINT LOUIS,MO,63115,3109,2,P,O,6,M,Y,Y,Y,,1,F,2,17500,Z,0,C,1908,,,,,D,17649,N,,N,,0,,Y,255.23,N,0,N,0,N,0,,0,,0,N,,Y,NA,N,Y,NA,Y,-20.74
16684,01/20/2006,1,18,FORT BRAGG,NC,28310,0001,,Q,,0,,,,,,0,,,,,0,,,,,,,,,N,,N,,0,,Y,940.65,N,0,N,0,N,0,,0,,0,N,,Y,N,N,Y,Y,Y,-20.69
45991,05/26/1996,1,40,ELLENSBURG,WA,98926,3541,1,P,O,5,B,Y,,Y,,1,M,2,25000,H,0,E,1945,,,,,A,27284,N,,Y,71.25,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.67
6715,12/11/2000,1,40,PORTLAND,OR,97219,9503,1,1,O,4,M,Y,Y,,,2,F,2,125000,S,120,N,1990,B,R,2,,A,408047,N,,Y,873.78,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.63
20937,03/14/2007,1,24,AKRON,OH,44301,1058,1,Q,R,4,B,Y,,Y,,1,F,1,15000,Z,0,,,,,,,,31,N,,Y,200.32,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,Y,-20.57
25700,04/24/2001,1,40,COLLEGE DALE,TN,37363,8202,1,P,O,4,M,Y,Y,,,3,M,2,125000,N,240,N,1993,B,R,1,,A,549951,N,,N,,1,4581.59,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.57
26952,12/04/2002,1,44,CLARKSTON,MI,48348,4476,1,2,O,2,M,Y,Y,,,3,M,2,112500,N,240,O,,B,R,,,A,107939,N,,N,,1,134,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.56
41679,03/27/2000,1,37,SABINA,OH,45169,0000,,,,0,,,,,,0,,,69999.96,,0,,,,,,,,,N,,Y,508.15,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-20.52
19918,12/12/2006,7,79,PAINESVILLE,OH,44077,9339,1,O,O,15,M,Y,,Y,,1,M,3,125000,N,190,F,1990,B,R,2,,A,419953,Y,126073.45,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.48
34651,10/28/1992,2,76,MT PLEASANT,IA,52641,8326,0,8,O,14,M,N,,,,1,M,2,45000,N,30,,,B,R,2,,,78949,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,Y,0,NA,NA,NA,NA,NA,NA,-20.47
28786,05/13/2004,1,24,CALUMET CITY,IL,60409,3924,0,1,O,15,M,N,,,,2,M,4,62500,D,0,H,1976,B,R,,,A,54476,N,,N,,1,200.88,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.41
31626,03/13/2006,1,38,ARCADIA,CA,91007,3035,0,O,O,12,S,N,,,,1,M,1,62500,O,0,Q,1948,B,R,2,Y,A,105196,N,,N,,1,567.57,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.39
25938,02/25/2002,1,54,AUBURN HILLS,MI,48321,4324,0,,O,7,M,N,,,,1,M,1,35000,H,350,,,,,1,,,0,N,,N,,1,4056.84,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.31
19451,10/20/2006,1,16,WEST HILLS,CA,91307,2402,4,O,O,2,M,Y,,Y,,3,M,2,125000,N,0,Q,1959,B,R,,Y,A,142912,N,,Y,70.62,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.28
18236,06/29/2006,1,16,NASHWAUK,MN,55769,1133,3,Z,O,3,M,Y,,Y,,1,M,2,87500,G,200,,,,,2,,,25660,N,,N,,0,,Y,6.04,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.21
30926,09/22/2005,1,76,FEDERAL WAY,WA,98023,2657,0,O,O,15,M,N,,,,1,M,2,62500,N,0,K,1977,B,R,,,A,38354,N,,N,,1,1126.08,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.21
33075,11/28/2006,1,42,STILLWATER,OK,74074,1131,2,1,O,11,M,Y,Y,,,3,M,3,62500,O,0,E,,B,R,,,,78033,N,,N,,1,7.18,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-20.21
35188,10/06/1998,1,28,GOODMAN,MO,64843,8199,0,4,O,1,M,N,,,,1,M,2,32999.88,G,220,,,B,R,1,,,59617,N,,Y,258.02,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,-20.21
3777,11/02/1995,1,52,MILFORD,MI,48381,2053,0,O,O,6,M,N,,,,1,M,2,125000,U,170,D,2000,B,R,1,,B,178578,N,,N,,1,3091.71,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.16
11837,05/25/2004,1,26,TACOMA,WA,98402,1207,,O,,0,,,,,,0,,,,S,0,,,,,,,,70616,N,,Y,38.34,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.14
43893,09/22/1989,2,50,CINCINNATI,OH,45238,6021,0,2,O,13,M,N,,,,1,M,2,125000,U,490,F,1976,B,R,1,,A,14713,N,,Y,1945,0,,Y,65.32,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.1
47673,08/26/1981,1,50,PORTLAND,OR,97217,3624,1,C,O,10,M,Y,,Y,Y,1,M,2,15000,U,10,,,B,R,1,,,6223,N,,Y,593.56,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.1
35766,05/12/1969,1,75,CAMBRIDGE,OH,43725,1004,0,8,O,15,M,N,,,,1,M,2,45000,G,170,,,B,R,1,,,187414,N,,Y,2825.16,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,-20.07
3732,01/31/1985,2,46,JAMESTOWN,ND,58401,5643,0,7,O,15,M,N,,,,1,F,2,17500,S,20,,,B,R,1,,,125587,N,,Y,1303.47,0,,Y,37.3,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.05
42066,07/16/1990,2,38,SAINT LOUIS,MO,63128,4199,3,O,O,10,M,Y,Y,Y,,1,M,3,45000,N,550,L,1996,B,R,2,,A,18167,N,,Y,818.85,0,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.03
106,10/23/1991,1,76,FRIDLEY,MN,55432,4819,0,2,O,15,M,N,,,,1,M,2,35000,S,190,H,1961,,R,1,,A,13985,N,,N,,1,768.7,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20
21405,04/24/2007,1,57,PORTAGE,IN,46368,1329,1,5,O,13,M,Y,,Y,,1,M,4,62500,N,0,E,,B,R,1,Y,,52,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,21345.74,N,,NA,NA,NA,NA,NA,NA,-19.97
39660,05/16/1984,1,69,KETTERING,OH,45459,5366,0,P,O,15,M,N,,,,1,F,2,62500,S,40,D,1955,B,R,1,,A,44,N,,Y,1327.08,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-19.96
10206,08/22/2003,2,21,RAPID CITY,SD,57702,9039,1,Z,O,5,M,Y,,Y,,1,M,2,125000,N,890,,,B,R,1,,,46706,N,,Y,311.8,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-19.94
20625,02/16/2007,2,49,CHISHOLM,MN,55719,1251,0,P,O,2,M,N,,,,2,F,2,62500,N,200,D,,B,R,3,,A,4698,N,,Y,1051.75,0,,Y,913.91,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.72
46065,05/02/1995,1,58,BURIEN,WA,98168,2701,0,P,R,7,S,N,,,,1,M,1,45000,O,0,F,1954,,,,,A,16486,N,,Y,1140.76,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,NA,NA,NA,NA,Y,-19.7
35652,06/01/2000,1,106,OWENTON,KY,40359,8208,1,Q,O,12,M,Y,,Y,,1,M,2,62500,N,190,D,,,,2,,,3301,N,,Y,1087.05,0,,N,,N,0,N,0,N,0,Y,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.67
9774,06/17/2003,1,52,OLATHE,KS,66061,5995,0,7,O,13,M,N,,,,1,F,4,112500,N,0,F,,B,R,1,,,67417,N,,Y,405.46,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.63
12577,08/31/2004,1,49,SAINT LOUIS,MO,63129,1793,0,O,O,11,M,N,,,,3,M,2,125000,S,130,L,1996,B,R,2,,A,137977,N,,Y,1134.14,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.63
45951,09/18/1990,1,16,DAVENPORT,WA,99122,0000,1,7,O,2,M,Y,,Y,,1,M,2,25000,N,0,C,,B,R,,,,8340,N,,Y,24.08,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-19.63
16334,12/05/2005,2,50,PERRIS,CA,92571,3765,1,,O,1,M,Y,,Y,,1,U,1,17500,B,0,P,,,,,,,0,N,,Y,288.1,0,,Y,161.26,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,N,N,-19.62
48094,05/05/1997,3,18,SAUK RAPIDS,MN,56379,9429,1,Z,O,4,M,Y,,Y,,1,M,2,62500,U,0,J,1994,B,R,,,A,29088,N,,Y,,1,0,Y,268.79,N,0,N,0,N,0,,0,,0,N,,NA,NA,Y,N,Y,Y,-19.56
28138,11/17/2003,1,32,HARSHAW,WI,54529,9582,0,P,O,5,A,N,,,,1,M,2,180000,F,160,D,,B,R,1,,,28403,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.5
26512,09/03/2002,1,62,SEATTLE,WA,98118,2139,0,N,O,5,S,N,,,,1,F,1,62500,S,0,Q,1957,,R,,,A,361462,N,,N,,1,3288.48,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.49
40062,01/11/1978,1,55,RACINE,WI,53403,4432,1,1,O,11,M,Y,,Y,,3,M,2,125000,N,250,M,,B,R,1,,A,132149,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.47
6942,04/30/2001,3,21,WEST LINN,OR,97068,4592,,Q,,0,,,,,,0,,,22800,N,0,,,,,,,,161692,N,,Y,81.79,1,391.12,Y,2399.3,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-19.46
11855,04/24/1991,1,19,ARDEN HILLS,MN,55112,1940,0,1,O,8,M,N,,,,3,M,2,45000,N,90,N,1983,B,R,1,,A,261816,N,,Y,445.83,0,0,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,N,NA,Y,Y,-19.45
10931,01/05/2004,1,83,GENEVA,OH,44041,1313,0,8,O,6,M,N,,,,1,M,2,25000,N,230,,,B,R,1,,,15933,Y,10641.03,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.4
25920,02/20/2002,1,56,SPOKANE,WA,99202,2037,0,2,O,15,M,N,,,,1,M,3,45000,G,0,F,1915,B,R,2,,A,18731,N,,N,,1,920.24,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.39
6628,10/13/2000,1,36,LAS VEGAS,NV,89121,3423,0,P,R,3,S,N,,,,1,F,1,25000,S,0,H,1972,,,,,B,12729,N,,Y,515.77,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,-19.36
21350,04/17/2007,1,50,CORVALLIS,OR,97333,9603,0,1,O,15,M,N,,,,3,F,2,125000,G,120,,,B,R,1,,,62155,N,,Y,30,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,Y,Y,Y,-19.34
8316,01/21/1976,1,67,CINCINNATI,OH,45247,3803,,,,0,,,,,,0,,,,,0,,,,,,,,65377,N,,Y,60,0,1269.19,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.3
18328,07/10/2006,1,17,OFALLON,MO,63366,3391,,O,,0,,,,,,0,,,,S,0,,,,,,,,4748,N,,N,,0,,Y,4.31,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-19.27
2591,06/05/1989,1,64,AURORA,CO,80015,4423,0,2,O,11,M,N,,,,2,M,2,125000,S,220,I,1995,B,R,2,,A,38316,N,,Y,5513.91,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.23
37705,09/28/1979,1,64,QUINCY,IL,62305,1071,0,5,O,15,M,N,,,,1,F,2,25000,N,0,D,,B,R,,,,8278,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.23
12724,09/21/2004,1,54,DENVER,CO,80203,4019,0,O,O,8,S,N,,,,1,F,2,109999.92,S,80,L,1912,,R,,,A,5073,N,,Y,99.44,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.17
32949,11/07/2006,1,24,BLOOMINGTON,MN,55431,4148,1,O,O,15,M,Y,,Y,Y,1,M,2,62500,N,320,K,1961,B,R,3,,A,174514,N,,N,,1,58.11,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.15
23712,08/30/1996,1,57,KENNEWICK,WA,99336,7022,1,7,R,9,S,Y,Y,,,1,F,1,18624,N,0,,,B,R,,,,0,N,,N,,0,,N,,N,0,Y,605.2,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.09
25735,01/28/2002,1,84,PORTLAND,OR,97225,3202,1,8,O,15,M,Y,,Y,,1,M,2,35000,S,230,J,1939,B,R,1,,A,184868,N,,N,,1,1235.43,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-19.09
45688,09/27/1993,1,42,PLACERVILLE,CA,95667,1843,0,,O,15,B,N,,,,1,F,1,15000,S,0,D,1979,,R,,,E,9435,N,,Y,121.86,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.09
47669,08/07/1996,1,52,GLADSTONE,OR,97027,1448,0,P,R,5,S,N,,,,1,M,1,15000,N,30,,,,,,,,732,N,,Y,1147.62,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-19.09
18261,06/30/2006,2,15,FOLSOM,CA,95630,3418,0,Z,O,10,M,N,,,,1,M,2,17500,X,0,Q,1991,,R,2,Y,A,313025,Y,4166.36,N,,0,,Y,100.1,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.06
2901,07/21/1977,1,72,CASPER,WY,82609,2248,0,3,O,15,M,N,,,,1,M,2,17500,N,100,D,1954,B,R,1,,A,135661,N,,N,,1,111.92,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.03
11744,05/06/2004,2,50,CORALVILLE,IA,52241,1938,2,4,O,6,M,Y,,Y,Y,1,M,3,87500,N,170,,,B,R,2,,,6383,N,,N,,1,8400,N,,N,0,N,0,N,0,,0,Y,7159.13,N,,NA,NA,NA,N,Y,Y,-19.01
7620,03/07/1994,1,79,OAK HARBOR,WA,98277,4918,0,P,O,10,M,N,,,,1,M,2,45000,N,0,F,1967,B,R,,,A,14853,N,,Y,603.34,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-18.99
43386,08/01/1978,1,80,SIKESTON,MO,63801,5120,0,P,O,15,S,N,,,,1,M,1,15000,S,10,D,,,,1,,,16263,N,,Y,448.35,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-18.95
45669,12/17/1993,2,37,HERMISTON,OR,97838,2538,0,O,R,1,M,N,,,,3,M,2,22999.92,S,120,E,,B,R,,,,7264,N,,Y,1845.36,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,N,Y,Y,-18.92
6877,03/13/2001,2,43,PATTERSON,CA,95363,9776,1,P,O,15,M,Y,,Y,,1,M,2,87500,H,0,S,1988,,,,,A,6798,N,,Y,4902.13,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.87
15367,08/18/2005,1,18,PORTLAND,OR,97233,4021,,P,,0,,,,,,0,,,,O,0,G,1956,,,,,A,24871,N,,Y,1375.74,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.84
32579,09/06/2006,1,60,BRUCE TWP,MI,48065,3742,0,E,O,3,M,N,,,,1,M,2,125000,N,400,H,,B,R,1,,,187559,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.79
46163,08/28/1992,1,79,CALDWELL,ID,83606,0864,0,,O,15,M,N,,,,1,M,2,35000,H,40,C,,B,R,1,,,4360,N,,Y,686.96,0,,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,Y,NA,Y,-18.79
28121,11/13/2003,1,44,BAYFIELD,WI,54814,4716,0,P,O,9,B,N,,,,1,M,1,62500,N,70,,,,,1,,,1360,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.75
22639,10/26/1982,2,56,PORTLAND,OR,97206,8900,1,4,R,3,S,Y,Y,,,1,F,1,25000,N,140,,,B,R,1,,,24891,N,,Y,881.13,0,,Y,,N,0,N,0,N,0,,0,,0,N,,Y,Y,Y,Y,NA,N,-18.73
9198,03/11/2003,1,54,SAINT LOUIS,MO,63114,3022,0,P,O,3,M,N,,,,1,M,2,17500,N,100,B,1953,,,1,,A,9150,N,,Y,1282.86,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,-18.72
43760,06/26/1996,1,64,FULLERTON,CA,92833,3810,0,,O,0,M,N,,,Y,1,F,2,15000,N,0,,,,,,,,9302,N,,N,,0,,Y,13.87,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.71
44814,06/02/1984,2,74,DANVILLE,CA,94526,2823,0,O,O,15,M,N,,,,1,F,3,62500,N,0,J,1955,B,R,,Y,A,223425,N,,Y,1403.29,0,,Y,1004.91,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-18.68
