ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
370,1/21/88,2,42,JUDITH GAP,MT,59453,0318,1,3,O,15,M,Y,,Y,,1,M,2,62500,J,90,,,B,R,2,,,0,N,,N,,1,709.33,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,665.9
389,6/16/94,1,68,ANN ARBOR,MI,48105,2885,0,O,O,15,A,N,,,,3,M,2,162000,U,270,N,1986,B,R,2,,A,200620,N,,N,,1,12818.02,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,156.82
397,7/27/88,3,42,SIOUX FALLS,SD,57105,5039,2,N,O,8,M,Y,Y,,,1,M,2,80574.96,G,230,R,1998,B,R,1,,A,71857,N,,Y,47845.42,1,350,Y,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,192.68
416,11/23/87,1,78,EXCELSIOR,MN,55331,8531,0,8,O,14,M,N,,,,3,M,2,87500,N,430,R,1915,B,R,1,,A,194522,N,,N,,1,1032.83,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,120.18
417,4/21/88,7,44,FARGO,ND,58104,7617,0,O,O,2,B,N,,,,1,F,1,76909.56,N,120,F,2001,B,R,,,B,226,N,,Y,81.81,0,0,Y,24.03,Y,108464.17,Y,20562.76,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3674.19
422,12/3/87,3,44,MINNEAPOLIS,MN,55423,2482,0,P,O,15,S,N,,,,1,M,2,87500,N,140,J,1950,B,R,1,,A,141363,N,,Y,3873.2,0,,Y,7012.22,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,NA,N,119.07
425,5/4/93,10,62,OMAHA,NE,68103,0782,1,K,O,7,S,Y,,Y,,1,M,1,49999.92,S,70,,,,,2,,,59516,N,,Y,62717.02,1,5650.6,Y,21546.64,N,0,Y,10007.41,N,0,,0,,0,N,,Y,N,Y,Y,NA,Y,1375.95
427,6/17/82,2,51,SHREVEPORT,LA,71119,7521,1,8,O,15,M,Y,,Y,,1,M,2,35000,Z,80,E,,B,R,1,,E,862,N,,N,,1,4804.03,N,,N,0,N,0,N,0,,0,Y,28641.91,N,,NA,NA,NA,NA,NA,NA,1013.39
428,9/1/82,1,65,WAYZATA,MN,55391,1709,0,O,O,8,M,N,,,,1,F,2,35000,N,0,R,1994,B,R,,,B,363774,N,,N,,1,17640.13,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,874.01
435,8/7/75,4,67,FOREST LAKE,MN,55025,8958,0,8,O,14,M,N,,,,1,M,2,199999.92,U,160,L,1977,B,R,2,,A,99874,N,,Y,1264.57,1,1648.42,Y,163.27,N,0,N,0,N,0,,0,,0,N,,Y,N,NA,Y,N,Y,-37.05
439,9/22/94,2,60,CENTENNIAL,CO,80112,3124,2,8,O,15,M,Y,,Y,,2,M,3,88999.92,N,290,J,1979,B,R,2,,A,139959,N,,N,,0,,N,,N,0,Y,152746.61,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3746.3
440,3/12/90,2,37,FARMINGTON,MN,55024,1761,0,3,O,8,S,N,,,,1,M,1,62500,N,200,K,1999,B,R,2,,A,4563,N,,Y,44751.83,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,884.77
441,3/22/94,1,52,CHASKA,MN,55318,9518,1,O,O,4,M,Y,,Y,Y,1,M,2,125000,N,970,Q,1977,,,3,,A,513710,N,,N,,1,5791.44,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,799.41
448,7/31/78,2,70,LAKEVILLE,MN,55044,8921,0,3,O,15,M,N,,,,1,M,2,25000,N,120,I,1978,B,R,2,,A,195431,N,,Y,11662.41,0,,N,,N,0,N,0,N,0,,0,Y,10268.8,N,,NA,NA,NA,NA,NA,NA,283.52
453,6/10/96,1,70,LAKELAND,MI,48143,0358,0,,O,7,B,N,,,,1,F,1,15000,J,0,E,1950,B,R,2,,A,8327,N,,N,,1,430.03,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-6.11
455,1/11/79,1,,KREMMLING,CO,80459,0421,1,,O,15,M,Y,,Y,,1,M,3,15000,G,190,,,B,R,,,,20343,N,,N,,1,387.77,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,4.13
465,5/29/86,2,58,OMAHA,NE,68106,1332,0,1,O,15,M,N,,,,3,M,5,125000,S,280,E,,B,R,1,,,281687,N,,N,,1,2495.46,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,508.75
466,1/14/91,2,38,HUGO,MN,55038,7423,2,,O,4,A,Y,Y,,,1,M,2,125012.04,F,240,L,2001,B,R,1,,A,37947,N,,Y,2303.46,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,347.07
478,3/14/94,1,52,NOVI,MI,48377,1310,2,1,O,15,M,Y,,Y,,3,M,2,125000,G,400,M,,B,R,2,,B,373893,N,,N,,1,7.95,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,12.43
483,7/22/88,1,50,COLORADO SPGS,CO,80908,3722,1,Y,O,15,M,Y,,Y,Y,3,F,2,15000,S,320,M,1979,B,R,1,,A,83600,N,,N,,1,360.02,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,169.97
489,3/11/91,10,43,APPLE VALLEY,MN,55124,4401,2,O,O,9,M,Y,,Y,Y,1,M,2,99999.84,S,250,J,1975,B,R,2,,A,65539,Y,67716.6,Y,31592.7,0,,Y,64968.06,N,0,N,0,Y,26106.9,,0,,0,N,,N,N,NA,Y,NA,N,1354.25
492,12/20/95,1,62,NAPLES,FL,34112,2820,0,8,O,11,M,N,,,,2,M,2,87500,U,150,N,1990,B,R,1,,B,174784,N,,N,,1,2009.58,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,523.07
493,7/12/95,1,52,MANNING,IA,51455,8503,0,C,R,13,S,N,,,,1,M,3,15000,N,380,,,B,R,3,,,34396,N,,N,,1,203.71,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.81
500,2/15/89,3,20,FORT COLLINS,CO,80526,6806,1,O,O,13,M,Y,,Y,Y,1,F,2,7999.92,N,220,,,B,R,2,,,57026,N,,Y,100.93,1,2281.47,Y,1105.93,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,206.53
514,12/28/72,1,76,HUGO,CO,80821,0095,0,8,O,15,M,N,,,,1,M,3,710499.96,U,100,B,,B,R,1,,,10650,N,,N,,1,615.15,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,22.77
515,5/1/69,1,78,NELIGH,NE,68756,1419,0,8,O,15,M,N,,,,2,M,2,25000,N,30,,,B,R,1,,,50226,N,,N,,1,25,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.37
522,2/14/94,3,48,SHOREVIEW,MN,55126,9137,2,2,O,8,M,Y,,Y,,2,M,2,35000,N,140,M,1987,B,R,2,,A,119969,N,,Y,3154.59,0,,Y,6229.18,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,5.23
523,5/26/94,1,52,MANKATO,MN,56001,6143,0,W,O,14,A,N,,,,1,M,2,87500,N,110,E,,B,R,1,,,394,N,,N,,1,5883.27,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,297.64
526,2/23/78,5,53,DENVER,CO,80211,1321,0,Z,O,15,M,N,,,,1,F,2,39999.96,U,30,J,1904,,,1,,A,32500,N,,Y,964.24,1,1507.35,N,,N,0,N,0,Y,8890.66,,0,,0,N,,Y,NA,NA,NA,NA,N,398.61
527,10/24/86,1,72,AURORA,CO,80012,5202,0,1,O,15,S,N,,,,3,M,1,59268,N,320,K,1971,B,R,1,,A,31373,N,,N,,0,,N,,Y,111378.45,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3217.29
532,6/12/87,1,,ERIE,CO,80516,4045,,,,0,,,,,,0,,,,,0,,,,,,,,39136,N,,N,,1,396.36,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,169.02
533,10/1/72,9,80,VADNAIS HTS,MN,55127,6161,0,8,O,10,M,N,,,,1,M,2,73999.92,G,190,K,1995,B,R,2,,A,298067,N,,Y,2437.61,1,1748.43,Y,820.51,Y,165983.56,Y,37509.2,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,2888.49
536,10/1/78,2,49,MAPLE GROVE,MN,55311,3708,0,2,O,7,M,N,,,,1,M,2,87500,G,170,Q,1999,B,R,1,,A,175110,N,,Y,9351.4,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,477.31
538,4/1/66,4,82,SAINT PAUL,MN,55119,3349,0,N,O,15,S,N,,,,1,M,1,17500,N,90,N,1988,,R,1,,A,45990,Y,2185.15,Y,1354.24,1,503.11,N,,N,0,N,0,N,0,,0,,0,Y,0,Y,NA,NA,NA,Y,Y,483.53
541,10/1/86,1,40,SPRING GROVE,MN,55974,3443,2,P,O,12,M,Y,Y,,,1,M,2,35000,N,80,,,B,R,,,,5922,N,,N,,1,12614.09,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1218.31
546,6/9/92,3,42,DENVER,CO,80221,2546,1,1,O,8,M,Y,,Y,,1,M,2,62500,N,400,H,1956,B,R,1,,A,14517,N,,Y,976.79,0,,Y,9148.63,N,0,N,0,N,0,,0,,0,N,,Y,Y,Y,Y,NA,N,-69.16
551,3/23/94,2,62,MOUNDS VIEW,MN,55112,6138,0,Z,O,15,M,N,,,,1,M,2,62500,G,150,J,1978,B,R,1,,A,137071,N,,N,,1,3057.62,N,,Y,977.19,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,349.03
555,4/5/94,1,80,MARION,AR,72364,2600,3,C,O,15,M,Y,,Y,Y,1,M,2,125000,S,0,E,,B,R,,,,63145,N,,N,,1,9273.85,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,239.77
567,7/1/75,1,,MINNEAPOLIS,MN,55406,1161,0,P,O,8,S,N,,,,1,F,1,15000,N,0,S,1969,B,R,,,G,61461,N,0,N,,0,,Y,6416.65,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,159.42
572,4/15/96,5,57,SAVAGE,MN,55378,1649,0,2,O,15,M,N,,,,1,M,2,69999.96,H,100,I,1982,B,R,1,,A,25523,N,,Y,1861.68,0,,Y,150.4,N,0,N,0,N,0,,0,Y,7842.01,Y,5965.87,Y,Y,NA,Y,N,Y,21.73
578,3/1/77,6,60,DULUTH,MN,55802,2534,0,2,O,15,M,N,,,,1,M,3,82152,N,290,A,,B,R,2,,A,412106,Y,12000.29,Y,1775.49,0,,Y,7976.27,N,0,Y,41545.14,N,0,,0,,0,N,,Y,Y,NA,N,NA,N,781.2
581,10/16/91,1,57,MINNETONKA,MN,55305,3243,0,P,O,2,M,N,,,,1,F,2,48996,N,110,E,1969,B,R,,,B,20512,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,312.37
583,8/1/96,1,74,ORANGE PARK,FL,32073,4288,0,1,O,10,B,N,,,,1,M,1,87500,Z,60,A,1991,,R,1,,A,108273,N,,N,,1,2276.39,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,64.65
591,1/5/77,1,88,GOLDEN VALLEY,MN,55422,3645,0,1,O,15,M,N,,,,1,M,2,45000,N,210,M,1956,B,R,2,,A,631894,N,,Y,1294.94,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-39.62
592,5/28/96,1,84,MIDLAND,MI,48640,6504,0,2,R,12,M,N,,,,1,M,3,25000,Z,40,,,B,R,1,,,8979,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,560.32
593,5/11/94,1,82,WILLIAMSTOWN,MA,01267,2758,0,O,O,15,M,N,,,,1,M,2,87500,N,0,P,1957,B,R,,,A,560402,N,,N,,1,1121.19,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,224.25
595,6/28/77,1,,FAIRVIEW,WY,83119,0014,1,,O,15,M,Y,,Y,,1,M,2,25000,N,350,,,B,R,3,,,13009,N,,N,,1,220.15,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-13.24
598,12/1/79,1,82,EAU CLAIRE,WI,54701,6360,0,Q,O,15,M,N,,,,1,M,2,62500,S,150,,,B,R,1,,,46475,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,15.85
602,8/7/96,1,58,ANNANDALE,MN,55302,3076,0,4,O,4,M,N,,,,1,M,2,125000,N,130,E,,B,R,2,,,15168,N,,N,,1,1972.72,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,116.38
603,5/24/93,1,39,BOZEMAN,MT,59718,9041,1,P,O,5,B,Y,,Y,,1,M,1,45000,N,30,,,,,1,,,632,N,,Y,1556.33,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-0.38
604,6/9/94,1,45,SHAKOPEE,MN,55379,9524,3,1,O,6,M,Y,Y,,,3,M,2,62500,U,320,P,1995,B,R,,,A,652830,N,,N,,0,,N,,Y,158589.33,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,2034.98
606,8/7/92,4,52,OMAHA,NE,68111,2628,0,4,O,15,M,N,,,Y,1,F,3,67999.92,Z,460,C,,B,R,2,,,586,N,,Y,45.21,1,3644.35,Y,,N,0,N,0,N,0,,0,,0,Y,0,NA,NA,NA,N,NA,Y,447.6
612,3/11/94,1,46,FAIRFAX,VA,22033,1247,4,1,O,8,M,Y,Y,Y,,3,M,3,125000,G,0,Q,1986,B,R,1,,A,184433,N,,N,,1,10518.79,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,445.05
618,2/25/94,1,56,CADILLAC,MI,49601,8750,0,1,O,15,M,N,,,Y,2,M,2,87500,N,170,D,,,R,2,,,52849,N,,N,,1,2968.16,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,142.93
621,5/8/95,1,52,SEATTLE,WA,98117,0000,1,2,O,15,M,Y,Y,,Y,3,M,2,112500,N,0,N,1904,B,R,1,,D,,N,,N,,1,6006.88,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,221.47
624,3/8/94,4,62,RAYMOND,NE,68428,4352,0,H,O,3,M,N,,,,1,M,2,35004,G,250,,,B,R,,,,18523,Y,7560.14,Y,6837.46,0,,N,,N,0,N,0,N,0,,0,,0,Y,0,NA,NA,NA,NA,NA,NA,152.31
634,3/1/85,3,79,BISMARCK,ND,58503,0928,0,8,O,13,M,N,,,,1,M,2,45000,S,370,,,B,R,1,,,177466,N,,Y,63363.21,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,291.16
643,10/17/94,1,54,ANCHORAGE,AK,99517,1181,1,Y,O,15,M,Y,,Y,,3,F,2,125000,S,200,N,1963,B,R,,,A,256462,N,,N,,1,1072.08,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,80.57
648,3/6/90,1,,ALEXANDRIA,MN,56308,0548,,,,0,,,,,,0,,,,,0,,,,,,,,123288,Y,3983.23,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,26.93
649,8/7/92,4,49,GRAND RAPIDS,MN,55744,3327,,P,,0,,,,,,0,,,22920,S,0,D,,,,,,,14529,N,,Y,172.15,0,,Y,119.41,Y,46330.95,Y,8148.81,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1511.09
655,3/21/94,1,54,NOVI,MI,48375,4013,1,2,O,12,M,Y,Y,,,3,M,2,169999.92,I,0,F,,B,R,,,A,278241,N,,N,,1,4204.53,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,352.18
656,6/21/96,1,30,OMAHA,NE,68136,2050,0,,O,4,M,N,,,,1,M,2,87500,G,130,F,2002,B,R,1,,A,20288,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,2556.08,N,,NA,NA,NA,NA,NA,NA,-28.48
659,5/5/87,2,75,COLORADO SPGS,CO,80916,4379,1,P,O,6,M,Y,,Y,,1,M,2,34499.88,H,150,,,B,R,1,,,368,N,,Y,53.65,0,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,N,N,N,NA,Y,388.12
662,5/1/78,5,89,AUSTIN,MN,55912,7310,0,P,O,15,M,N,,,,1,M,2,15012,S,0,,,B,R,,,,78787,N,,Y,4284.79,1,21,N,,N,0,Y,44984.35,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,661.37
663,8/2/94,1,48,DENVER,CO,80236,0000,0,P,O,15,B,N,,,,1,M,1,87500,S,20,C,1973,B,R,1,,B,,N,,Y,-176.74,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,N,NA,Y,91.51
676,12/1/75,2,52,MINNEAPOLIS,MN,55419,1115,0,N,O,7,M,N,,,,3,F,2,125000,I,90,K,1929,B,R,1,,A,85252,N,,Y,3825.08,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-40.97
677,11/17/64,2,82,DENVER,CO,80211,4620,0,O,O,8,A,N,,,,1,M,3,62500,H,40,H,1952,B,R,2,,A,58225,Y,1731.99,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-34.96
678,11/5/85,4,41,LOLO,MT,59847,9449,2,O,O,0,M,Y,Y,,,1,M,2,85999.8,S,210,O,,B,R,,,,557,N,,Y,1129.07,1,10690.55,N,,N,0,N,0,N,0,,0,,0,N,,N,NA,NA,NA,Y,NA,1189.91
682,3/28/78,1,66,SUNBURST,MT,59482,0310,0,1,O,8,S,N,,,,3,F,1,35000,S,20,,,B,R,1,,,415,N,,N,,1,11063.77,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,653.86
683,10/3/88,1,47,ARVADA,CO,80004,4146,1,5,O,7,M,Y,,Y,,1,M,3,62500,S,60,J,1968,B,R,1,,A,79788,N,,Y,675.24,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-31.67
691,9/1/71,2,62,DENVER,CO,80206,3732,0,C,O,15,M,N,,,,2,M,2,125000,U,270,O,1965,B,R,1,,A,695710,N,,Y,978.01,0,,Y,52250.07,N,0,N,0,N,0,,0,,0,N,,NA,N,NA,NA,NA,Y,-183.36
693,8/8/89,1,,AURORA,IL,60505,1408,1,O,O,12,M,Y,,Y,,1,M,2,62500,H,0,H,,,,2,,A,689,N,,N,,1,13427.65,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1360.22
699,2/15/92,2,67,BELLEVUE,NE,68005,2952,1,Z,O,11,M,Y,,Y,,1,M,2,62500,N,230,E,1966,B,R,2,,A,186217,N,,Y,3422.62,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,653.26
702,2/1/79,1,60,HERMANTOWN,MN,55811,4312,1,P,O,4,S,Y,,Y,,1,F,1,79999.92,N,360,,,B,R,1,,A,192553,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,312.85
705,6/13/94,4,25,IRONTON,MN,56455,2176,0,P,O,1,B,N,,,,1,M,1,25999.92,N,190,B,,,,,,A,14370,N,,Y,1394.68,1,220.56,Y,14736.19,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,66.36
713,6/13/96,1,66,MEMPHIS,TN,38119,6711,0,2,O,15,M,N,,,,3,M,2,125000,N,490,J,1973,B,R,2,,A,77370,N,,N,,1,3050.15,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,192.52
714,10/25/95,1,60,FARMINGTN HLS,MI,48335,2807,0,2,O,15,M,N,,,,3,M,2,87500,S,150,H,,B,R,2,,,111,N,,N,,1,0,N,,Y,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1156.3
721,3/14/94,1,60,GROSSE POINTE,MI,48236,3306,0,2,O,15,M,N,,,Y,3,M,2,125000,S,610,I,,B,R,2,,E,683050,N,,N,,1,2226.65,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,371.12
722,1/14/91,1,92,NORTH PLATTE,NE,69101,4645,0,8,O,15,S,N,,,,1,F,1,17500,N,10,,,B,R,1,,,42097,N,,Y,3479.74,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,Y,NA,NA,NA,Y,30.92
733,8/3/94,1,42,CHARLESTON,WV,25311,1702,3,1,O,6,M,Y,Y,,,3,M,3,125000,H,1050,M,,B,R,2,,A,145373,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,164.21
742,3/14/94,1,42,BLOOMFIELD,MI,48302,2112,1,2,O,15,M,Y,,Y,,3,M,2,125000,S,970,Q,1967,B,R,2,,A,965669,N,,N,,1,9864.73,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-182.81
744,1/4/96,1,74,BAILEYS HBR,WI,54202,9260,0,P,O,1,M,N,,,,3,M,2,112500,N,410,,,B,R,2,,,205409,N,,N,,1,1158.09,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,470.59
751,7/28/79,1,46,AURORA,CO,80014,5318,0,3,O,15,S,N,,,,1,F,1,87500,N,70,H,1987,B,R,1,,B,29395,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-41.04
753,7/11/94,1,48,COTO DE CAZA,CA,92679,5007,3,O,O,10,M,Y,Y,,,1,M,2,125000,F,0,S,,B,R,2,,A,439927,N,,N,,1,1410.24,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,277.34
754,11/28/90,1,55,WICHITA,KS,67205,1343,0,2,O,15,M,N,,,,2,M,2,125000,N,0,D,,B,R,2,,,219713,N,,N,,1,16983.54,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,884.06
755,6/21/94,1,42,NEENAH,WI,54956,1258,1,1,O,15,M,Y,Y,,,2,M,2,62500,B,260,I,,B,R,1,,A,89982,N,,N,,1,125.94,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.08
759,2/25/94,1,66,ANN ARBOR,MI,48105,2533,0,1,O,15,M,N,,,,3,M,2,125000,N,320,Q,1977,B,R,,,A,43353,N,,N,,1,1674.79,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,113.24
774,6/6/90,1,40,LINCOLN,NE,68505,1941,1,1,O,8,M,Y,Y,,,1,M,2,62500,N,230,E,1960,B,R,1,,A,2365,N,,N,,1,4909.49,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,126.47
776,6/27/90,4,51,FORT COLLINS,CO,80524,9293,,O,,0,,,,,,0,,,,O,0,D,1997,,,,,A,303481,Y,71034.89,N,,0,,Y,2941.71,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,65.13
778,4/1/84,7,52,MINNEAPOLIS,MN,55446,3493,1,N,O,4,M,Y,,Y,,1,M,2,125000,O,1450,Q,2001,B,R,2,,A,141690,N,,Y,229.7,1,4072.8,N,,Y,184792.98,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3111.44
779,8/31/92,4,47,DULUTH,MN,55804,1229,2,O,O,15,M,Y,,Y,,1,M,2,125000,N,320,H,1947,B,R,1,,A,97785,N,,Y,3224.69,0,,Y,5114.96,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-73.17
784,9/12/80,1,50,AURORA,CO,80013,4333,0,E,O,15,S,N,,,,3,M,1,112740,I,210,H,1983,B,R,,,A,7975,N,,N,,0,,Y,1208.66,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,Y,-8.66
790,10/1/82,2,51,ARVADA,CO,80004,2720,0,5,O,9,M,N,,,,1,M,2,62500,S,220,L,1975,B,R,1,,A,15031,N,,Y,1285.61,0,0,N,,N,0,Y,1280.28,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-27.04
796,8/22/95,1,99,AUBURN,NE,68305,2215,,P,,0,,,,,,0,,,,U,0,,,,,,,,238415,Y,32427.34,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,229.78
799,6/13/80,2,,CLOQUET,MN,55720,9766,,P,,0,,,,,,0,,,,N,0,,,,,,,,1312,N,0,Y,3316.06,0,,Y,8223.79,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,156.26
801,10/1/76,4,59,SAINT PAUL,MN,55116,1624,0,1,O,15,M,N,,,,2,M,3,68817,N,20,J,1925,B,R,,,A,77751,N,,Y,3897.12,0,,Y,431.99,N,0,Y,0,N,0,,0,,0,N,,Y,N,NA,NA,Y,N,62.24
802,3/4/86,1,52,NEDERLAND,CO,80466,0466,1,,O,5,A,Y,,Y,,1,M,2,17500,N,170,,,B,R,1,,,26971,N,,N,,1,19257.09,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1456.48
808,5/29/87,5,59,LINCOLN,NE,68516,4522,0,O,O,15,M,N,,,,1,M,2,45000,N,0,E,1974,,,,,A,4716,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.18
809,2/25/94,4,85,HILLSBOROUGH,CA,94010,6109,0,2,O,14,M,N,,,,3,M,2,125000,O,0,S,1961,B,R,1,Y,A,1603665,N,,Y,500,1,648,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,513.74
